Id,Governate,Area Name,ATM Name,Latitude,Longitude,Description
ccc384e5-1685-4e11-8714-0ebb44713258,Al-Behera,Abu Al Matamir,Abu Al Matamir,30.91078908,30.17701905,Withdrawal - Deposit - Currency Exchange
dd5110e3-dec0-478b-8749-f7f63515d1b3,Al-Behera,Abu Al Matamir,Abu Al Matamir,30.81405902,29.98830245,Withdrawal - Deposit - Currency Exchange
035f3bfe-ad27-4300-8319-22305c065bbc,Al-Behera,Abu Al Matamir,Tamwely Abu El Matamir,30.91290404,30.17689168,Withdrawal - Deposit
b1816eb1-f36e-413d-9773-3458c28d5368,Al-Behera,Abu Al Matamir,Tanmiya Abu El Matamir,30.91144225,30.17490715,Withdrawal - Deposit
29593a8e-c387-49a8-aad8-1f6da309917a,Al-Behera,Abu Al Matamir,Tanmiya Nasser,30.92230447,29.95121672,Withdrawal - Deposit
c85ed5b1-ac0e-4a81-85d9-5f03027aa077,Al-Behera,Abu Homos,Abu Homos,31.0978262,30.31474322,Withdrawal - Deposit - Currency Exchange
1051f74c-b345-4b11-8efb-0ec467a13d48,Al-Behera,Al Mahmoudeya,Al Mahmoudeya,31.18275058,30.52755669,Withdrawal - Deposit - Currency Exchange
5de0dd5c-ae4f-4735-9498-a2380aa8f327,Al-Behera,Al Mahmoudeya,Tanmiya Mahmoudia,31.18416312,30.52710423,Withdrawal - Deposit
9041a4f4-fc53-4bbb-8ab6-4182a5009fef,Al-Behera,Al Rahmaneya,Al Rahmaneya,31.10691837,30.64172916,Withdrawal - Deposit - Currency Exchange
987917eb-bca1-4a74-9ad9-d6d950c4b8a1,Al-Behera,Al Rahmaneya,Tanmiya Rahmania,31.10958367,30.63910172,Withdrawal - Deposit
d4b6e04c-c82b-43c5-bf96-abaae0f9fb53,Al-Behera,Damanhour,Damanhour,31.036388,30.457638,Withdrawal - Deposit - Currency Exchange
6618809c-9c71-4888-b49c-7ade24fa6c96,Al-Behera,Damanhour,Damanhour,31.037774,30.433125,Withdrawal - Deposit - Currency Exchange
29424ef9-1431-49ff-bc97-88f437132d5d,Al-Behera,Damanhour,Damanhour,31.052879,30.462731,Withdrawal - Deposit - Currency Exchange
